ID,LIMIT_BAL,SEX,EDUCATION,MARITAL_STATUS,AGE,INSTALLMENT_1,INSTALLMENT_2,INSTALLMENT_3,INSTALLMENT_AMT_1,INSTALLMENT_AMT_2,INSTALLMENT_AMT_3,INSTALLMENT_PAID_1,INSTALLMENT_PAID_2,INSTALLMENT_PAID_3,DEFAULT.PAYMENT.NEXT.MONTH
25849,230000.0,FEMALE,university,MARRIED,35,0,0,0,160560.0,158782.0,150844.0,10012.0,10010.0,10000.0,0
3112,70000.0,MALE,high school,MARRIED,47,0,0,0,67670.0,62529.0,59024.0,2730.0,2490.0,1000.0,0
3390,270000.0,MALE,high school,MARRIED,32,3,2,0,150616.0,146262.0,149449.0,0.0,7100.0,5500.0,0
21880,190000.0,FEMALE,university,SINGLE,26,0,0,2,115608.0,138097.0,130898.0,26500.0,0.0,7000.0,0
20893,550000.0,MALE,graduate school,SINGLE,35,2,2,2,539092.0,552234.0,565550.0,23000.0,23000.0,18000.0,0
27772,150000.0,FEMALE,university,SINGLE,26,0,0,0,69169.0,67855.0,74494.0,3083.0,10000.0,2554.0,0
21122,170000.0,MALE,university,SINGLE,31,0,0,0,8024.0,9338.0,11673.0,1610.0,2500.0,1600.0,0
21123,710000.0,MALE,university,MARRIED,38,0,0,0,67061.0,64374.0,62858.0,10045.0,10008.0,10019.0,0
15187,80000.0,FEMALE,university,SINGLE,24,0,0,0,60423.0,55120.0,20407.0,2007.0,2000.0,1014.0,0
4553,380000.0,FEMALE,university,SINGLE,31,0,0,0,381530.0,385605.0,257188.0,32640.0,18077.0,12005.0,0
9728,120000.0,FEMALE,university,SINGLE,33,0,0,0,120411.0,122717.0,118886.0,6300.0,6100.0,4600.0,0
11604,240000.0,FEMALE,high school,MARRIED,43,0,0,0,61190.0,62506.0,63864.0,2300.0,2400.0,2329.0,0
3280,170000.0,FEMALE,university,MARRIED,48,-2,-2,-1,18727.0,64028.0,107946.0,66513.0,108323.0,13608.0,0
21302,80000.0,MALE,university,MARRIED,51,2,-1,2,1041.0,780.0,390.0,1000.0,0.0,992.0,1
21074,320000.0,MALE,university,MARRIED,37,0,0,0,367670.0,374631.0,348144.0,13200.0,13006.0,11500.0,1
761,50000.0,FEMALE,university,SINGLE,52,1,2,0,43343.0,43360.0,23417.0,1300.0,1400.0,920.0,1
16424,30000.0,FEMALE,high school,MARRIED,54,0,0,0,24285.0,25379.0,26964.0,1500.0,2000.0,2800.0,1
5391,200000.0,MALE,graduate school,SINGLE,37,2,2,2,157131.0,166590.0,168386.0,13500.0,6000.0,0.0,1
10180,210000.0,FEMALE,graduate school,SINGLE,30,1,-2,-2,0.0,0.0,0.0,0.0,0.0,830.0,0
20322,200000.0,FEMALE,university,MARRIED,69,0,0,0,45870.0,46907.0,47952.0,2100.0,2100.0,2200.0,0
22813,70000.0,FEMALE,graduate school,MARRIED,35,1,2,2,41730.0,40764.0,46281.0,0.0,6500.0,1800.0,0
7338,230000.0,FEMALE,graduate school,MARRIED,36,-1,-1,2,878.0,9567.0,3074.0,9574.0,0.0,3660.0,1
17611,350000.0,FEMALE,graduate school,MARRIED,42,-1,-1,-1,360.0,360.0,360.0,360.0,360.0,360.0,0
4191,280000.0,MALE,graduate school,SINGLE,25,0,0,0,9895.0,7402.0,7701.0,3011.0,3007.0,3019.0,0
4994,160000.0,FEMALE,high school,MARRIED,58,-1,-1,-1,2034.0,68942.0,40194.0,68942.0,40194.0,942.0,0
10157,80000.0,MALE,graduate school,SINGLE,28,0,0,0,49740.0,48501.0,48117.0,2000.0,2000.0,2000.0,1
1505,310000.0,FEMALE,university,MARRIED,39,0,0,0,7246.0,6713.0,9507.0,1155.0,4507.0,1000.0,0
11517,100000.0,MALE,university,MARRIED,35,4,4,3,82348.0,82156.0,83318.0,1700.0,3100.0,0.0,1
18576,10000.0,FEMALE,graduate school,SINGLE,24,0,0,0,5707.0,6728.0,7865.0,1123.0,1260.0,1500.0,0
29231,30000.0,MALE,graduate school,SINGLE,24,0,0,-2,11080.0,-202.0,-202.0,0.0,0.0,0.0,0
7675,230000.0,FEMALE,university,MARRIED,43,-1,-1,-1,3451.0,5560.0,1180.0,5587.0,1186.0,8605.0,0
2536,20000.0,MALE,high school,MARRIED,46,0,0,0,11325.0,12654.0,13659.0,1519.0,1524.0,500.0,0
4326,280000.0,FEMALE,graduate school,SINGLE,30,0,0,0,161001.0,136271.0,131048.0,5000.0,6000.0,4000.0,0
18920,150000.0,FEMALE,graduate school,SINGLE,28,2,0,0,65809.0,55997.0,46392.0,1498.0,1614.0,1227.0,1
23961,20000.0,MALE,university,SINGLE,25,1,2,-1,12589.0,716.0,243.0,0.0,1000.0,20000.0,0
26837,300000.0,MALE,graduate school,MARRIED,40,-2,-2,-2,5649.0,5649.0,5649.0,5649.0,5649.0,5699.0,0
26593,230000.0,MALE,high school,MARRIED,39,0,0,0,53672.0,75305.0,56484.0,25000.0,5000.0,5000.0,0
20303,240000.0,FEMALE,university,MARRIED,53,-2,-2,-2,890.0,236.0,0.0,236.0,0.0,2194.0,0
27135,210000.0,MALE,university,MARRIED,43,0,0,0,48540.0,38410.0,40291.0,4000.0,5013.0,4000.0,0
24477,50000.0,MALE,graduate school,SINGLE,34,-1,-1,-1,27465.0,24125.0,47444.0,24125.0,60003.0,5000.0,0
21637,50000.0,FEMALE,high school,SINGLE,22,2,2,2,24729.0,22719.0,18408.0,1651.0,0.0,1573.0,0
24338,310000.0,MALE,graduate school,MARRIED,33,1,2,0,232244.0,157098.0,84865.0,40.0,3959.0,2807.0,0
14501,240000.0,FEMALE,university,MARRIED,29,0,0,2,198128.0,211417.0,206386.0,16500.0,0.0,16007.0,1
28375,80000.0,FEMALE,university,MARRIED,36,1,2,2,74328.0,75515.0,73741.0,3000.0,0.0,2700.0,1
6155,30000.0,FEMALE,graduate school,SINGLE,34,1,2,2,24022.0,24744.0,24053.0,1396.0,0.0,1967.0,1
29297,60000.0,MALE,graduate school,SINGLE,25,0,0,0,58479.0,58839.0,53235.0,3000.0,2018.0,1900.0,0
14232,80000.0,MALE,Unknown,SINGLE,28,1,2,0,87377.0,84962.0,68301.0,62.0,2145.0,1300.0,0
16920,50000.0,MALE,high school,MARRIED,52,2,2,2,36428.0,37530.0,38630.0,2000.0,2000.0,4086.0,0
11979,180000.0,FEMALE,university,MARRIED,33,0,0,0,47050.0,49282.0,50159.0,3000.0,2000.0,2011.0,0
4370,220000.0,FEMALE,university,MARRIED,34,0,0,0,109815.0,91363.0,93091.0,3634.0,3566.0,3394.0,0
27043,80000.0,MALE,university,3,40,0,0,0,72185.0,76854.0,72408.0,12660.0,4573.0,3500.0,0
10672,80000.0,FEMALE,university,SINGLE,29,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
4736,500000.0,MALE,university,MARRIED,48,-1,-1,-1,28352.0,35294.0,74846.0,35465.0,75212.0,38169.0,0
26758,20000.0,MALE,high school,SINGLE,27,1,2,0,20079.0,18696.0,19872.0,0.0,1782.0,1400.0,0
9412,110000.0,MALE,university,MARRIED,55,0,0,0,106670.0,108727.0,107386.0,6000.0,3300.0,3012.0,0
29474,150000.0,MALE,university,MARRIED,31,-1,-1,-1,530.0,530.0,957.0,530.0,957.0,1000.0,0
29701,20000.0,MALE,university,MARRIED,32,0,0,0,8768.0,9622.0,10974.0,1159.0,1511.0,4500.0,1
24225,180000.0,MALE,university,SINGLE,30,0,0,0,42198.0,43192.0,47493.0,2000.0,5000.0,2000.0,0
8436,290000.0,FEMALE,university,MARRIED,39,0,0,0,58281.0,62061.0,65710.0,5000.0,5000.0,5000.0,0
28044,180000.0,FEMALE,Unknown,MARRIED,28,2,0,0,117328.0,115140.0,73730.0,4117.0,3504.0,3000.0,0
1229,90000.0,FEMALE,university,MARRIED,23,0,0,0,12770.0,14241.0,14895.0,2500.0,1200.0,10500.0,1
10487,200000.0,FEMALE,graduate school,MARRIED,41,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
11843,200000.0,FEMALE,graduate school,SINGLE,34,-1,-1,-1,2603.0,11381.0,0.0,11381.0,0.0,1000.0,0
26500,30000.0,FEMALE,high school,SINGLE,55,-2,-2,-2,-330.0,340.0,-220.0,500.0,0.0,1000.0,0
1004,360000.0,MALE,graduate school,SINGLE,36,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
6211,50000.0,FEMALE,university,MARRIED,34,2,2,2,44654.0,45650.0,46320.0,2000.0,1700.0,0.0,0
10480,200000.0,MALE,Unknown,SINGLE,40,2,0,0,58118.0,205712.0,194265.0,150000.0,7673.0,5000.0,0
18936,50000.0,FEMALE,university,MARRIED,34,0,0,0,42050.0,51328.0,51053.0,10000.0,4100.0,0.0,0
11846,210000.0,FEMALE,university,SINGLE,27,-1,-1,-1,190.0,-310.0,1527.0,0.0,3054.0,2189.0,0
20340,100000.0,FEMALE,high school,MARRIED,55,-2,-2,-2,390.0,390.0,390.0,390.0,390.0,390.0,1
20304,80000.0,FEMALE,high school,MARRIED,54,0,0,0,12158.0,13956.0,14382.0,2000.0,1500.0,1500.0,0
24296,220000.0,MALE,Unknown,SINGLE,37,2,0,0,217638.0,213843.0,211233.0,7506.0,23007.0,7991.0,0
25962,150000.0,FEMALE,high school,MARRIED,38,2,0,0,146057.0,142325.0,143548.0,6527.0,6714.0,6705.0,0
29633,170000.0,MALE,university,SINGLE,31,-1,0,0,6336.0,7505.0,8522.0,1281.0,1298.0,1156.0,0
20672,150000.0,MALE,university,SINGLE,32,0,0,0,146785.0,92750.0,73822.0,3300.0,3114.0,2000.0,1
9891,50000.0,MALE,graduate school,SINGLE,42,-1,-1,0,12751.0,19660.0,14659.0,22660.0,1300.0,519.0,0
14707,100000.0,MALE,university,SINGLE,34,2,2,2,32685.0,36546.0,37152.0,4400.0,1500.0,0.0,1
8850,100000.0,FEMALE,high school,SINGLE,56,0,0,0,70048.0,67942.0,45591.0,2200.0,1505.0,1300.0,0
3700,50000.0,FEMALE,university,MARRIED,32,0,0,0,49547.0,49740.0,50275.0,2100.0,2097.0,1289.0,0
7079,320000.0,FEMALE,university,MARRIED,43,0,0,0,181048.0,186444.0,188596.0,8500.0,7000.0,6800.0,0
23073,100000.0,FEMALE,graduate school,SINGLE,31,-2,-2,-2,1500.0,3794.0,-1678.0,3794.0,0.0,200.0,0
19162,500000.0,FEMALE,university,MARRIED,39,-2,-2,-2,1948.0,599.0,552.0,599.0,552.0,6360.0,0
19140,260000.0,FEMALE,university,MARRIED,37,1,1,-2,5917.0,-15910.0,-15910.0,0.0,0.0,0.0,0
18945,200000.0,FEMALE,graduate school,MARRIED,30,0,0,0,18660.0,27871.0,55277.0,27010.0,30300.0,179.0,0
8799,360000.0,FEMALE,university,MARRIED,36,0,0,2,63389.0,48359.0,37054.0,15000.0,11.0,20000.0,0
10348,200000.0,MALE,high school,MARRIED,36,-1,2,-1,1762.0,881.0,24842.0,4.0,24846.0,5004.0,1
15101,80000.0,MALE,high school,MARRIED,45,2,0,0,75222.0,131966.0,68466.0,2379.0,6036.0,1763.0,1
24143,40000.0,MALE,graduate school,SINGLE,27,0,0,0,33077.0,34055.0,32644.0,1554.0,3071.0,1384.0,0
6219,450000.0,FEMALE,graduate school,MARRIED,40,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6603,50000.0,FEMALE,university,SINGLE,38,0,0,0,33801.0,27027.0,24459.0,1433.0,1319.0,773.0,0
22462,150000.0,FEMALE,Unknown,SINGLE,40,0,0,0,157548.0,164305.0,156201.0,160812.0,3173.0,3749.0,1
1516,150000.0,FEMALE,university,MARRIED,31,1,-2,-1,6526.0,779.0,8927.0,783.0,9098.0,8660.0,0
9671,160000.0,MALE,graduate school,SINGLE,27,1,-2,-2,-1860.0,-2790.0,-4650.0,0.0,0.0,5580.0,0
9267,220000.0,MALE,graduate school,MARRIED,39,0,0,0,38647.0,27796.0,12372.0,2017.0,3000.0,1000.0,0
11102,60000.0,FEMALE,graduate school,SINGLE,25,-2,-1,-1,564.0,2035.0,2175.0,2045.0,2175.0,3528.0,0
8082,200000.0,MALE,university,SINGLE,27,-1,0,0,131791.0,17666.0,0.0,2000.0,0.0,0.0,0
10717,280000.0,MALE,university,SINGLE,37,-1,-1,0,1152.0,49293.0,44707.0,49349.0,3045.0,5028.0,0
22103,50000.0,FEMALE,graduate school,SINGLE,29,0,0,0,44498.0,41897.0,17304.0,4000.0,4000.0,2000.0,0
27346,350000.0,MALE,graduate school,SINGLE,33,-2,-2,-2,2394.0,1685.0,563.0,1685.0,569.0,7572.0,1
8892,450000.0,MALE,graduate school,SINGLE,36,-1,-1,-2,2500.0,0.0,0.0,0.0,0.0,0.0,1
1501,230000.0,FEMALE,university,MARRIED,43,0,0,0,7806.0,8392.0,8967.0,1295.0,1300.0,468.0,0
20103,150000.0,FEMALE,graduate school,MARRIED,37,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
19558,500000.0,FEMALE,graduate school,MARRIED,37,0,0,0,208068.0,188873.0,170225.0,30072.0,10093.0,20031.0,0
14749,150000.0,MALE,university,MARRIED,38,-1,-1,-1,509.0,14310.0,980.0,14310.0,980.0,1000.0,0
2223,600000.0,MALE,high school,MARRIED,38,0,0,0,459600.0,372345.0,353121.0,13713.0,13250.0,12854.0,0
11734,400000.0,FEMALE,graduate school,SINGLE,28,0,0,0,10430.0,24979.0,29925.0,24030.0,14062.0,1824.0,0
26784,80000.0,MALE,graduate school,SINGLE,30,-1,0,0,40276.0,41897.0,45535.0,5000.0,7000.0,4000.0,0
25472,140000.0,FEMALE,university,SINGLE,26,0,0,0,271896.0,141057.0,144306.0,14000.0,7200.0,19000.0,1
26328,50000.0,FEMALE,graduate school,SINGLE,33,0,0,2,25123.0,27773.0,28627.0,3400.0,1600.0,4900.0,1
28031,50000.0,FEMALE,high school,MARRIED,29,0,0,0,47194.0,48381.0,46777.0,2002.0,2000.0,1530.0,1
11646,180000.0,FEMALE,high school,SINGLE,39,1,-1,0,0.0,4835.0,2220.0,4835.0,2200.0,11303.0,0
3752,180000.0,FEMALE,graduate school,SINGLE,29,-1,-1,-1,1010.0,3070.0,307.0,3394.0,307.0,0.0,0
10066,100000.0,MALE,graduate school,SINGLE,27,0,0,0,5552.0,4784.0,4743.0,1120.0,1000.0,0.0,1
29201,50000.0,MALE,high school,SINGLE,25,0,0,2,39686.0,43685.0,44694.0,5000.0,2000.0,0.0,0
24817,240000.0,MALE,university,MARRIED,36,0,0,0,239003.0,227962.0,231284.0,9700.0,8500.0,12036.0,0
16859,160000.0,MALE,graduate school,MARRIED,47,1,2,2,58706.0,57384.0,59875.0,0.0,3200.0,3000.0,1
10017,150000.0,FEMALE,university,SINGLE,37,0,0,0,152349.0,152359.0,150257.0,7000.0,7000.0,5000.0,0
23879,60000.0,MALE,university,SINGLE,25,0,0,0,15614.0,16231.0,17074.0,1267.0,1500.0,1291.0,0
29315,50000.0,MALE,university,SINGLE,26,0,0,0,44781.0,46033.0,47289.0,2000.0,2000.0,2000.0,0
25239,150000.0,FEMALE,graduate school,SINGLE,26,0,0,0,38580.0,38168.0,37775.0,2000.0,3473.0,1000.0,0
10475,60000.0,FEMALE,graduate school,SINGLE,31,-1,-1,-1,9815.0,11093.0,699.0,11160.0,699.0,0.0,0
20536,210000.0,MALE,university,SINGLE,29,0,0,0,62590.0,61942.0,118652.0,3815.0,93575.0,1000.0,0
26341,150000.0,FEMALE,graduate school,SINGLE,26,0,0,2,65421.0,69087.0,63156.0,4850.0,2000.0,2000.0,0
27715,130000.0,FEMALE,university,SINGLE,23,0,0,0,44930.0,40688.0,40880.0,6000.0,6000.0,4000.0,0
20551,50000.0,MALE,graduate school,SINGLE,28,0,0,0,42046.0,47356.0,47445.0,11000.0,5000.0,5000.0,0
7082,200000.0,FEMALE,university,MARRIED,36,-1,0,0,136286.0,183615.0,184792.0,50000.0,7000.0,15000.0,1
23602,240000.0,FEMALE,university,MARRIED,41,-2,-2,-2,5366.0,-34.0,6911.0,0.0,6945.0,614.0,0
29919,190000.0,MALE,graduate school,SINGLE,33,0,0,0,144706.0,137502.0,127014.0,6388.0,6112.0,4202.0,0
12798,450000.0,MALE,university,SINGLE,29,0,0,0,51686.0,54224.0,49606.0,10068.0,10075.0,10000.0,0
16264,400000.0,FEMALE,university,MARRIED,34,0,0,0,95390.0,95654.0,97702.0,2988.0,3780.0,3000.0,0
9355,50000.0,MALE,high school,SINGLE,43,0,0,0,97348.0,49221.0,29457.0,3711.0,1060.0,212.0,0
20562,180000.0,MALE,university,SINGLE,28,1,2,2,29484.0,30309.0,28313.0,2000.0,942.0,0.0,0
11528,80000.0,FEMALE,university,SINGLE,38,2,0,0,18733.0,20081.0,17245.0,2000.0,2500.0,0.0,0
20942,240000.0,MALE,high school,MARRIED,40,0,-1,-1,8936.0,1649.0,2999.0,1658.0,3010.0,2840.0,0
27461,330000.0,MALE,graduate school,MARRIED,50,-2,-2,-2,-17.0,-17.0,-17.0,0.0,0.0,1005.0,0
12685,170000.0,FEMALE,graduate school,SINGLE,30,0,0,0,30552.0,29342.0,30544.0,2500.0,2500.0,780.0,0
2693,350000.0,MALE,graduate school,MARRIED,42,-1,-1,-1,3800.0,3138.0,4150.0,3138.0,4160.0,3750.0,0
10694,370000.0,MALE,high school,SINGLE,27,-1,0,0,50886.0,61378.0,96133.0,11378.0,36133.0,18773.0,0
4445,100000.0,MALE,university,SINGLE,36,8,7,6,110072.0,108478.0,105931.0,0.0,0.0,1170.0,0
7028,270000.0,FEMALE,graduate school,SINGLE,27,-1,0,0,153201.0,136157.0,115733.0,5933.0,9851.0,4214.0,0
28467,360000.0,FEMALE,high school,MARRIED,37,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
835,20000.0,FEMALE,graduate school,SINGLE,23,0,0,0,17246.0,16988.0,15973.0,2000.0,2000.0,3000.0,0
21953,280000.0,FEMALE,university,MARRIED,27,0,0,2,109392.0,128447.0,131053.0,21000.0,6150.0,5000.0,0
825,40000.0,MALE,graduate school,SINGLE,27,0,0,0,11058.0,11471.0,11776.0,2000.0,1500.0,2330.0,1
22727,90000.0,FEMALE,graduate school,SINGLE,31,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
24726,150000.0,MALE,university,SINGLE,31,-2,-1,-1,0.0,648.0,0.0,648.0,0.0,1448.0,0
24900,90000.0,MALE,graduate school,SINGLE,32,2,0,0,63632.0,131132.0,66940.0,3000.0,2431.0,2506.0,1
6914,60000.0,MALE,university,MARRIED,39,0,0,0,59929.0,35338.0,22856.0,2110.0,2000.0,200.0,0
6983,20000.0,FEMALE,graduate school,SINGLE,24,-1,-1,-1,7795.0,4110.0,10269.0,4112.0,10269.0,118.0,0
22414,50000.0,FEMALE,university,SINGLE,37,1,2,0,26305.0,25583.0,26649.0,0.0,1481.0,1416.0,0
4487,50000.0,MALE,graduate school,3,45,0,0,0,20408.0,16422.0,14388.0,6000.0,5000.0,5000.0,0
12646,230000.0,FEMALE,university,MARRIED,27,0,0,0,228863.0,227814.0,218694.0,8862.0,8933.0,6956.0,0
1874,30000.0,FEMALE,university,SINGLE,22,0,0,0,27358.0,28612.0,29183.0,2000.0,1500.0,0.0,0
3686,200000.0,MALE,graduate school,SINGLE,32,-1,-1,-1,11494.0,9085.0,5455.0,9139.0,5481.0,27110.0,0
11812,50000.0,FEMALE,university,SINGLE,24,0,0,0,50062.0,34819.0,48909.0,2000.0,15412.0,870.0,0
18912,50000.0,FEMALE,graduate school,SINGLE,28,0,0,0,48211.0,41670.0,42710.0,1971.0,2011.0,1700.0,0
49,380000.0,MALE,university,SINGLE,32,-1,-1,-1,22401.0,21540.0,15134.0,21540.0,15138.0,24677.0,0
9316,250000.0,FEMALE,graduate school,SINGLE,26,0,0,0,195126.0,199972.0,205635.0,9500.0,10800.0,12018.0,0
5486,30000.0,MALE,high school,SINGLE,28,2,2,2,300.0,300.0,300.0,0.0,0.0,0.0,1
8277,140000.0,FEMALE,graduate school,SINGLE,28,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
4125,60000.0,FEMALE,university,SINGLE,43,1,2,0,44193.0,43205.0,47476.0,0.0,5000.0,8100.0,1
16924,20000.0,MALE,university,SINGLE,55,0,0,0,7357.0,8270.0,9301.0,1290.0,1321.0,1460.0,0
12486,20000.0,FEMALE,university,SINGLE,22,0,0,0,16072.0,17205.0,17903.0,1700.0,1300.0,700.0,0
9437,140000.0,FEMALE,graduate school,SINGLE,28,0,0,0,115743.0,117357.0,112527.0,5000.0,5000.0,3600.0,0
429,70000.0,MALE,graduate school,SINGLE,27,0,0,0,70119.0,68536.0,66601.0,3600.0,1646.0,600.0,0
9974,80000.0,FEMALE,high school,0,34,0,0,0,59451.0,29668.0,22740.0,1834.0,2124.0,0.0,0
20261,150000.0,FEMALE,university,SINGLE,51,0,-1,-1,13219.0,1179.0,0.0,1179.0,0.0,0.0,0
9977,110000.0,FEMALE,graduate school,SINGLE,32,1,-1,0,0.0,1670.0,11693.0,1670.0,10200.0,0.0,0
24466,80000.0,MALE,university,SINGLE,32,0,0,0,78239.0,80426.0,81767.0,4500.0,5009.0,5000.0,1
28147,200000.0,FEMALE,university,MARRIED,48,-2,-2,-1,2233.0,6731.0,1374.0,6734.0,1374.0,74836.0,0
12753,170000.0,FEMALE,high school,MARRIED,42,-1,-1,-1,552.0,552.0,552.0,552.0,552.0,552.0,0
25732,80000.0,FEMALE,high school,MARRIED,37,0,0,-2,47751.0,-215.0,855086.0,215.0,1024516.0,632.0,0
20384,20000.0,MALE,university,SINGLE,23,0,0,0,15932.0,16965.0,17993.0,1605.0,1605.0,1310.0,0
16718,30000.0,MALE,university,MARRIED,36,-1,2,-1,1226.0,390.0,390.0,0.0,390.0,390.0,1
26398,190000.0,FEMALE,university,SINGLE,44,0,0,0,137394.0,140899.0,144636.0,5774.0,5987.0,5948.0,0
6586,100000.0,MALE,university,SINGLE,26,2,2,2,89296.0,101755.0,90684.0,14002.0,560.0,0.0,0
17899,10000.0,MALE,university,MARRIED,27,0,0,0,10128.0,9859.0,9607.0,1151.0,1160.0,1151.0,0
17463,190000.0,FEMALE,university,MARRIED,46,0,0,0,140626.0,114690.0,110884.0,8000.0,5000.0,12028.0,0
11591,140000.0,FEMALE,graduate school,SINGLE,34,2,0,0,125623.0,128592.0,137440.0,5000.0,11000.0,0.0,0
5070,150000.0,MALE,university,MARRIED,35,-1,-1,-1,4030.0,592.0,2483.0,593.0,2490.0,4573.0,0
26430,250000.0,FEMALE,graduate school,SINGLE,39,-2,-2,-2,0.0,632.0,316.0,632.0,316.0,0.0,0
7627,410000.0,MALE,graduate school,MARRIED,42,0,0,0,27559.0,29866.0,32233.0,3000.0,2800.0,3000.0,0
13584,180000.0,MALE,university,MARRIED,48,-1,2,2,919.0,919.0,0.0,0.0,0.0,0.0,0
24749,70000.0,MALE,graduate school,MARRIED,39,0,0,0,60412.0,67474.0,68750.0,8137.0,3100.0,7172.0,0
26706,130000.0,MALE,graduate school,SINGLE,27,-1,-1,0,1439.0,3548.0,1958.0,3555.0,1010.0,1466.0,0
13390,340000.0,FEMALE,high school,MARRIED,36,-1,2,2,2566.0,1689.0,-11.0,8.0,0.0,35958.0,0
1101,210000.0,FEMALE,high school,SINGLE,46,1,2,0,5816.0,5579.0,20079.0,13.0,17309.0,0.0,1
11046,100000.0,FEMALE,university,MARRIED,40,0,0,0,90828.0,83479.0,73749.0,3523.0,3025.0,2344.0,0
15100,250000.0,MALE,graduate school,SINGLE,33,-2,-2,-2,5017.0,22469.0,-29.0,22581.0,0.0,0.0,0
20578,310000.0,MALE,university,SINGLE,29,3,2,2,400.0,400.0,400.0,0.0,0.0,0.0,0
26186,200000.0,FEMALE,graduate school,SINGLE,32,-1,-1,-1,4640.0,17950.0,13056.0,18116.0,13113.0,2522.0,0
25418,300000.0,FEMALE,graduate school,SINGLE,27,-1,-1,-1,4850.0,42189.0,83754.0,42198.0,83754.0,120927.0,0
27065,10000.0,MALE,university,MARRIED,33,0,0,0,10146.0,9352.0,9919.0,1158.0,1200.0,1137.0,0
29309,120000.0,MALE,university,MARRIED,26,0,0,0,101215.0,100685.0,15452.0,5006.0,2000.0,3010.0,0
10383,220000.0,FEMALE,graduate school,SINGLE,30,-1,-1,-1,15069.0,0.0,14129.0,680.0,14129.0,16000.0,0
26568,200000.0,FEMALE,high school,MARRIED,50,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,0
9617,100000.0,MALE,high school,MARRIED,55,2,-1,-1,435.0,435.0,285.0,435.0,285.0,0.0,0
24271,50000.0,MALE,university,SINGLE,27,0,0,0,49321.0,47912.0,39421.0,1700.0,2000.0,1700.0,0
10763,50000.0,MALE,university,MARRIED,53,0,0,0,47750.0,49149.0,47843.0,2180.0,1874.0,1049.0,1
28318,10000.0,FEMALE,university,MARRIED,29,0,0,0,6176.0,6512.0,7447.0,1265.0,1200.0,1500.0,0
13250,380000.0,FEMALE,university,MARRIED,33,1,-1,-1,0.0,73.0,32510.0,73.0,32789.0,474.0,0
4210,480000.0,FEMALE,university,SINGLE,30,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
14131,270000.0,MALE,university,MARRIED,39,0,0,0,110917.0,114809.0,113771.0,7005.0,6039.0,3367.0,0
14532,50000.0,MALE,university,SINGLE,26,0,0,0,20329.0,14244.0,30580.0,1600.0,1600.0,1000.0,0
19125,150000.0,FEMALE,university,SINGLE,32,0,0,0,49760.0,39332.0,17563.0,2538.0,2000.0,2000.0,0
16519,30000.0,MALE,university,SINGLE,26,0,0,0,25531.0,26301.0,27376.0,1500.0,1500.0,1450.0,0
22554,180000.0,FEMALE,graduate school,MARRIED,38,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
54,180000.0,FEMALE,graduate school,SINGLE,25,1,2,0,41402.0,41742.0,42758.0,1300.0,2010.0,1762.0,0
10,20000.0,MALE,high school,SINGLE,35,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
23709,240000.0,FEMALE,university,SINGLE,59,0,0,0,230026.0,239796.0,231230.0,20000.0,12000.0,7000.0,0
28282,320000.0,FEMALE,university,SINGLE,36,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,596.0,0
3143,170000.0,FEMALE,graduate school,MARRIED,41,0,0,0,165602.0,138507.0,136176.0,80000.0,4742.0,2022.0,0
27824,80000.0,FEMALE,university,MARRIED,27,1,2,0,81841.0,79062.0,74722.0,15.0,2876.0,2052.0,1
5035,50000.0,FEMALE,graduate school,SINGLE,23,0,0,0,48064.0,49362.0,48038.0,2091.0,1310.0,1000.0,1
29525,30000.0,MALE,high school,MARRIED,42,1,2,2,24335.0,23651.0,26346.0,0.0,3401.0,1300.0,1
15205,220000.0,FEMALE,graduate school,SINGLE,26,0,0,-1,4750.0,4909.0,3791.0,2012.0,3791.0,8493.0,0
3654,100000.0,MALE,high school,MARRIED,51,0,0,0,93970.0,93752.0,92293.0,3799.0,3269.0,3407.0,0
25813,50000.0,FEMALE,graduate school,MARRIED,36,0,0,0,47317.0,49212.0,49243.0,3000.0,5450.0,0.0,0
6781,150000.0,MALE,high school,MARRIED,43,0,0,0,150797.0,52509.0,50683.0,3008.0,2014.0,1599.0,0
15572,500000.0,MALE,graduate school,MARRIED,50,-1,-1,-1,2112.0,6000.0,2079.0,6031.0,2509.0,2713.0,0
20966,250000.0,MALE,graduate school,SINGLE,33,0,0,0,76412.0,80024.0,83952.0,5000.0,5000.0,5000.0,0
5561,100000.0,FEMALE,university,SINGLE,28,0,0,0,106750.0,76374.0,68584.0,3004.0,47000.0,2540.0,0
11086,180000.0,FEMALE,university,SINGLE,34,0,0,0,59076.0,50505.0,38547.0,3000.0,3000.0,33000.0,0
